firm_id,year,industry,province,treated,post,digital,treated_post,adoption_year,relative_year,firm_size,capital_intensity,export_share,soe,managerial_capability,log_tfp,labor_productivity
3,2018,machinery,central,1,0,0,0,2020,-2,23.294234234364485,0.6240854147140051,0.12345851730210389,0,0.30297852479414034,1.7472122322534454,5.695766761607764
3,2019,machinery,central,1,0,0,0,2020,-1,24.244889967687733,0.5324978734829301,0.12345851730210389,0,0.30297852479414034,1.6410491697625815,5.126021896579119
3,2020,machinery,central,1,1,1,1,2020,0,25.234342697478336,0.41250046846192845,0.12345851730210389,0,0.30297852479414034,1.8342553251052771,6.129931612515485
3,2021,machinery,central,1,1,1,1,2020,1,26.264175759198466,0.5876871604535039,0.12345851730210389,0,0.30297852479414034,1.7309485761613985,5.54249380099813
3,2022,machinery,central,1,1,1,1,2020,2,27.33603710545631,0.5904144138010131,0.12345851730210389,0,0.30297852479414034,1.820888688985242,6.211677747308801
3,2023,machinery,central,1,1,1,1,2020,3,28.45164194308183,0.4999866406449684,0.12345851730210389,0,0.30297852479414034,1.8919311341025775,6.765446385477535
3,2024,machinery,central,1,1,1,1,2020,4,29.61277547782363,0.5786808822541778,0.12345851730210389,0,0.30297852479414034,1.9197345934104049,7.011238756121629
4,2016,machinery,central,0,0,0,0,9999,-99,30.029745887548145,0.4865127844739306,0.159319033296974,0,-2.2491291926832373,0.8392211111497878,2.3527194616224296
4,2017,machinery,central,0,0,0,0,9999,-99,31.255283066019672,0.45158472391804594,0.159319033296974,0,-2.2491291926832373,0.9553717217963957,2.6243849855744656
4,2018,machinery,central,0,0,0,0,9999,-99,32.53083536554618,0.27925982119551374,0.159319033296974,0,-2.2491291926832373,1.019452142184197,2.8678395710298044
4,2019,machinery,central,0,0,0,0,9999,-99,33.85844394193924,0.4539894588838462,0.159319033296974,0,-2.2491291926832373,0.9902761349515637,2.5730306784429318
4,2020,machinery,central,0,1,0,0,9999,-99,35.240233252159356,0.5131236223673968,0.159319033296974,0,-2.2491291926832373,0.9835724916754742,2.5935525324744684
4,2021,machinery,central,0,1,0,0,9999,-99,36.678414453900324,0.3686293951525788,0.159319033296974,0,-2.2491291926832373,0.9812328465966115,2.634969460406674
4,2022,machinery,central,0,1,0,0,9999,-99,38.17528894391328,0.41658992481376445,0.159319033296974,0,-2.2491291926832373,1.054860681312094,2.9686268945144403
4,2023,machinery,central,0,1,0,0,9999,-99,39.733252040732495,0.3456902633602787,0.159319033296974,0,-2.2491291926832373,1.0300506938584058,2.8664116721713224
4,2024,machinery,central,0,1,0,0,9999,-99,41.354796817696084,0.40206598104020413,0.159319033296974,0,-2.2491291926832373,1.086064024088711,3.012505192613601
5,2016,machinery,western,1,0,0,0,2020,-4,26.416102959444252,0.45045215336961514,0.08960422537165019,1,-0.010626304477535323,1.505030647596275,4.511280900618228
5,2017,machinery,western,1,0,0,0,2020,-3,27.49416457236501,0.5389102867270498,0.08960422537165019,1,-0.010626304477535323,1.65016743075993,5.15760741960067
5,2018,machinery,western,1,0,0,0,2020,-2,28.61622271433616,0.5836785941456664,0.08960422537165019,1,-0.010626304477535323,1.6910110471858248,5.38666889063687
5,2019,machinery,western,1,0,0,0,2020,-1,29.784072917770025,0.6192463727580626,0.08960422537165019,1,-0.010626304477535323,1.6443865161571773,5.214606193272683
5,2020,machinery,western,1,1,1,1,2020,0,30.99958399214676,0.5533463902475345,0.08960422537165019,1,-0.010626304477535323,1.6513205669114082,5.137568583712155
5,2021,machinery,western,1,1,1,1,2020,1,32.26470101450823,0.6363934415188719,0.08960422537165019,1,-0.010626304477535323,1.8085902765646662,6.178156173422238
5,2022,machinery,western,1,1,1,1,2020,2,33.58144844199625,0.5779093940826382,0.08960422537165019,1,-0.010626304477535323,1.8803848954831126,6.636728206054681
5,2023,machinery,western,1,1,1,1,2020,3,34.95193335141588,0.6652611833563236,0.08960422537165019,1,-0.010626304477535323,1.9939222036803461,7.500951806247751
5,2024,machinery,western,1,1,1,1,2020,4,36.378348811007925,0.567381201244047,0.08960422537165019,1,-0.010626304477535323,2.0667812491738125,7.750263020382749
6,2016,textile,coastal,0,0,0,0,9999,-99,37.27178619289718,0.6119183887652515,0.2500956461476516,0,-0.9758967174208256,1.7536208462981706,5.3130947016809715
6,2017,textile,coastal,0,0,0,0,9999,-99,38.79287664296248,0.4955593958442819,0.2500956461476516,0,-0.9758967174208256,1.8207119358996737,6.224734503764241
6,2018,textile,coastal,0,0,0,0,9999,-99,40.3760439719116,0.44188363297768257,0.2500956461476516,0,-0.9758967174208256,1.790435266994426,5.9918899123360045
6,2019,textile,coastal,0,0,0,0,9999,-99,42.02382158523122,0.5022576515268369,0.2500956461476516,0,-0.9758967174208256,1.8263743378249613,6.233440322745144
6,2020,textile,coastal,0,1,0,0,9999,-99,43.7388462786473,0.45966622141064023,0.2500956461476516,0,-0.9758967174208256,1.9695078792573344,7.224010299580048
6,2021,textile,coastal,0,1,0,0,9999,-99,45.52386245756075,0.5495599395310133,0.2500956461476516,0,-0.9758967174208256,1.9613203628703306,7.336727880430405
6,2022,textile,coastal,0,1,0,0,9999,-99,47.381726528681604,0.449202273884054,0.2500956461476516,0,-0.9758967174208256,1.934264184455749,6.9376126859658225
6,2023,textile,coastal,0,1,0,0,9999,-99,49.31541147088912,0.5696667278142092,0.2500956461476516,0,-0.9758967174208256,2.0996094353646644,8.408299187514505
6,2024,textile,coastal,0,1,0,0,9999,-99,51.32801159263229,0.5842961776177746,0.2500956461476516,0,-0.9758967174208256,1.9440239022223185,7.066070391114242
7,2016,chemicals,western,0,0,0,0,9999,-99,11.359380494585098,0.8367609112174533,0.3885438587635828,1,0.5743777793354622,1.2352959333210245,3.248821661448073
7,2017,chemicals,western,0,0,0,0,9999,-99,11.82296560691503,0.6686766664645394,0.3885438587635828,1,0.5743777793354622,1.304173040161486,3.6308021445677054
7,2018,chemicals,western,0,0,0,0,9999,-99,12.305469986583212,0.5607435637789082,0.3885438587635828,1,0.5743777793354622,1.3110928617340059,3.785368410591693
7,2019,chemicals,western,0,0,0,0,9999,-99,12.80766574353687,0.6098294539026987,0.3885438587635828,1,0.5743777793354622,1.4398681875254096,4.141095286449895
7,2020,chemicals,western,0,1,0,0,9999,-99,13.330356498127939,0.5888391755084368,0.3885438587635828,1,0.5743777793354622,1.3390514528944752,3.8372593342384906
7,2021,chemicals,western,0,1,0,0,9999,-99,13.874378667077073,0.5821958162366304,0.3885438587635828,1,0.5743777793354622,1.3468021810089037,4.061516173048882
7,2022,chemicals,western,0,1,0,0,9999,-99,14.440602801918844,0.5218974583583603,0.3885438587635828,1,0.5743777793354622,1.4420904553392355,4.3528624327674095
7,2023,chemicals,western,0,1,0,0,9999,-99,15.029934982069921,0.6832220922763765,0.3885438587635828,1,0.5743777793354622,1.4014599657552274,3.984931098250094
7,2024,chemicals,western,0,1,0,0,9999,-99,15.643318264749455,0.6175363911254734,0.3885438587635828,1,0.5743777793354622,1.4384612491365822,4.558814631747142
8,2016,electronics,coastal,1,0,0,0,2020,-4,24.72769866939328,0.6269599180344909,0.26799702496821787,0,0.9555698241758496,2.0665098115450578,7.758782510912886
8,2017,electronics,coastal,1,0,0,0,2020,-3,25.73685519608731,0.6109750846840827,0.26799702496821787,0,0.9555698241758496,2.0516021414418546,7.7681642397691855
8,2018,electronics,coastal,1,0,0,0,2020,-2,26.78719618191702,0.6317928746149425,0.26799702496821787,0,0.9555698241758496,2.218139022104886,9.257362985947372
8,2019,electronics,coastal,1,0,0,0,2020,-1,27.880402396544444,0.5561235544870742,0.26799702496821787,0,0.9555698241758496,2.160630432104809,8.49751668184943
8,2020,electronics,coastal,1,1,1,1,2020,0,29.018223203142735,0.6687381311946563,0.26799702496821787,0,0.9555698241758496,2.2312344867503953,9.67442023903788
8,2021,electronics,coastal,1,1,1,1,2020,1,30.202479357750516,0.6052210170000124,0.26799702496821787,0,0.9555698241758496,2.2651536603131976,9.42186090006608
8,2022,electronics,coastal,1,1,1,1,2020,2,31.43506592286994,0.5978664486851079,0.26799702496821787,0,0.9555698241758496,2.4194877936859616,11.59441175656824
8,2023,electronics,coastal,1,1,1,1,2020,3,32.71795529997102,0.5680784412258493,0.26799702496821787,0,0.9555698241758496,2.381096824360413,10.984744554859086
8,2024,electronics,coastal,1,1,1,1,2020,4,34.05320038575479,0.5781213413584361,0.26799702496821787,0,0.9555698241758496,2.468962566055967,12.397815705077583
9,2016,textile,western,1,0,0,0,2020,-4,28.093068999048217,0.6635543339270412,0.2732014006710673,0,1.1498805161182781,1.515460210254739,4.6801198145476475
9,2017,textile,western,1,0,0,0,2020,-3,29.239568894339556,0.6881071468954618,0.2732014006710673,0,1.1498805161182781,1.4820653375630966,4.269958845189998
9,2018,textile,western,1,0,0,0,2020,-2,30.43285833796923,0.5365486153334936,0.2732014006710673,0,1.1498805161182781,1.6074213780854787,4.921604111675996
9,2019,textile,western,1,0,0,0,2020,-1,31.67484684762903,0.6985948154943301,0.2732014006710673,0,1.1498805161182781,1.6635549540955408,5.209565447513141
9,2020,textile,western,1,1,1,1,2020,0,32.9675218699061,0.5432920919439964,0.2732014006710673,0,1.1498805161182781,1.740809204485187,5.553511125588891
9,2021,textile,western,1,1,1,1,2020,1,34.312951960621454,0.6981193035378812,0.2732014006710673,0,1.1498805161182781,1.746522077041509,5.799098169840349
9,2022,textile,western,1,1,1,1,2020,2,35.71329009496064,0.6633453651651462,0.2732014006710673,0,1.1498805161182781,1.7212009887756818,5.823851175988688
9,2023,textile,western,1,1,1,1,2020,3,37.17077711269334,0.5605304422786489,0.2732014006710673,0,1.1498805161182781,1.8759617580201366,6.1588689418812095
9,2024,textile,western,1,1,1,1,2020,4,38.68774530399506,0.6497842322995178,0.2732014006710673,0,1.1498805161182781,2.030526293970937,7.63354491129628
10,2016,electronics,coastal,0,0,0,0,9999,-99,28.50611102731683,0.6072142888901092,0.23960602733158484,1,-0.1664031559107753,1.7318116675853548,5.595458719488837
10,2017,electronics,coastal,0,0,0,0,9999,-99,29.669467487555806,0.5182568862262851,0.23960602733158484,1,-0.1664031559107753,1.861109938943559,6.554215525632405
10,2018,electronics,coastal,0,0,0,0,9999,-99,30.88030142559885,0.6068203584584456,0.23960602733158484,1,-0.1664031559107753,1.8783925351144226,6.854590702212925
10,2019,electronics,coastal,0,0,0,0,9999,-99,32.14055043407185,0.3822260997040256,0.23960602733158484,1,-0.1664031559107753,1.9723638797654108,6.9009357974579
10,2020,electronics,coastal,0,1,0,0,9999,-99,33.45223118025582,0.2517568179571185,0.23960602733158484,1,-0.1664031559107753,1.9681338938298671,7.132060560725973
10,2021,electronics,coastal,0,1,0,0,9999,-99,34.81744263318481,0.5649891481054675,0.23960602733158484,1,-0.1664031559107753,1.9880593219618057,7.552974506236547
10,2022,electronics,coastal,0,1,0,0,9999,-99,36.238369422444144,0.6254340840862921,0.23960602733158484,1,-0.1664031559107753,1.9719177803920485,6.869733826826069
10,2023,electronics,coastal,0,1,0,0,9999,-99,37.71728533404386,0.5427231591481998,0.23960602733158484,1,-0.1664031559107753,2.138442384414246,9.180329640785265
10,2024,electronics,coastal,0,1,0,0,9999,-99,39.2565569489614,0.4473158038276942,0.23960602733158484,1,-0.1664031559107753,2.0272611237385996,7.782146027025824
11,2016,chemicals,coastal,1,0,0,0,2020,-4,31.804609840770876,0.5042444452106635,0.11853014765249406,0,-0.07459602306869756,1.6560173318160698,5.2888773813058645
11,2017,chemicals,coastal,1,0,0,0,2020,-3,33.10258059125958,0.5157333445805712,0.11853014765249406,0,-0.07459602306869756,1.6579997278376533,5.066780192738482
11,2018,chemicals,coastal,1,0,0,0,2020,-2,34.453522532954814,0.4886966703298845,0.11853014765249406,0,-0.07459602306869756,1.7761440869461562,5.802955740832205
11,2019,chemicals,coastal,1,0,0,0,2020,-1,35.8595974611796,0.6006432645532718,0.11853014765249406,0,-0.07459602306869756,1.7201243829654025,5.394275730717305
11,2020,chemicals,coastal,1,1,1,1,2020,0,37.32305539579773,0.566870035047406,0.11853014765249406,0,-0.07459602306869756,1.727099789664529,5.47371058163193
11,2021,chemicals,coastal,1,1,1,1,2020,1,38.84623818172563,0.6537117371148409,0.11853014765249406,0,-0.07459602306869756,1.757006757980388,6.072580146413553
11,2022,chemicals,coastal,1,1,1,1,2020,2,40.431583236383766,0.5715331771798356,0.11853014765249406,0,-0.07459602306869756,1.9370157969969686,7.211287605831675
11,2023,chemicals,coastal,1,1,1,1,2020,3,42.08162745008457,0.7264298593222767,0.11853014765249406,0,-0.07459602306869756,2.03248421888012,7.914273313210536
11,2024,chemicals,coastal,1,1,1,1,2020,4,43.79901124559818,0.6401285735800006,0.11853014765249406,0,-0.07459602306869756,2.0765471631439074,8.588040589508422
12,2016,chemicals,coastal,0,0,0,0,9999,-99,14.511040520174934,0.7735396476021668,0.2630472566923928,0,0.4371219827378645,2.1234142679497032,8.48179488250633
12,2017,chemicals,coastal,0,0,0,0,9999,-99,15.103247318140388,0.7777445322103256,0.2630472566923928,0,0.4371219827378645,2.1329495865413755,8.161776393636107
12,2018,chemicals,coastal,0,0,0,0,9999,-99,15.71962253401281,0.5359833544807556,0.2630472566923928,0,0.4371219827378645,2.0904621911663064,8.347726006211852
12,2019,chemicals,coastal,0,0,0,0,9999,-99,16.361152499637985,0.572977231458843,0.2630472566923928,0,0.4371219827378645,2.2374115046859293,8.886618913671406
12,2020,chemicals,coastal,0,1,0,0,9999,-99,17.02886379982794,0.6232146702082187,0.2630472566923928,0,0.4371219827378645,2.1933674135982706,8.957865187598514
12,2021,chemicals,coastal,0,1,0,0,9999,-99,17.72382491511565,0.6611475986904382,0.2630472566923928,0,0.4371219827378645,2.209436329547521,9.392655438179304
12,2022,chemicals,coastal,0,1,0,0,9999,-99,18.44714793155186,0.5236004893858947,0.2630472566923928,0,0.4371219827378645,2.188659102114933,8.794959879996734
12,2023,chemicals,coastal,0,1,0,0,9999,-99,19.19999032028,0.47281117847989157,0.2630472566923928,0,0.4371219827378645,2.556937160609147,12.908757770905915
12,2024,chemicals,coastal,0,1,0,0,9999,-99,19.98355678973699,0.5249963766364758,0.2630472566923928,0,0.4371219827378645,2.382537013358084,10.416403277651895
13,2016,textile,western,0,0,0,0,9999,-99,47.00787863352581,0.4740753219982262,0.10894449644939741,0,-2.098066738858078,1.564663927805913,4.801128534195441
13,2017,textile,western,0,0,0,0,9999,-99,48.92630655370183,0.29497894715526274,0.10894449644939741,0,-2.098066738858078,1.7356044866886073,5.736053251734142
13,2018,textile,western,0,0,0,0,9999,-99,50.92302700253252,0.3726068067180924,0.10894449644939741,0,-2.098066738858078,1.6548852575525852,5.28755094952994
13,2019,textile,western,0,0,0,0,9999,-99,53.00123515872576,0.5358712800223988,0.10894449644939741,0,-2.098066738858078,1.735959828100184,5.553082578302145
13,2020,textile,western,0,1,0,0,9999,-99,55.16425659870619,0.3860917296686123,0.10894449644939741,0,-2.098066738858078,1.754407716229773,5.5053141756318595
13,2021,textile,western,0,1,0,0,9999,-99,57.41555261824694,0.5130221714333513,0.10894449644939741,0,-2.098066738858078,1.7904960841488764,6.078987646165543
13,2022,textile,western,0,1,0,0,9999,-99,59.758725771281405,0.45524295720850294,0.10894449644939741,0,-2.098066738858078,1.7030100514424151,5.239049679367815
13,2023,textile,western,0,1,0,0,9999,-99,62.197525634758016,0.45434977204103283,0.10894449644939741,0,-2.098066738858078,1.7635895857268873,5.77283791604737
13,2024,textile,western,0,1,0,0,9999,-99,64.7358548087634,0.2901819789461756,0.10894449644939741,0,-2.098066738858078,1.7603930970793207,5.5837842891965215
14,2016,textile,central,0,0,0,0,9999,-99,30.09380471614461,0.345880904720932,0.2187091887338916,0,-0.4337622326099862,1.6086494252063788,4.885601068591293
14,2017,textile,central,0,0,0,0,9999,-99,31.321956185005014,0.5697930989456966,0.2187091887338916,0,-0.4337622326099862,1.708831023444086,5.345289325733851
14,2018,textile,central,0,0,0,0,9999,-99,32.60022946613513,0.4575545685413741,0.2187091887338916,0,-0.4337622326099862,1.6845790731050236,5.440204340075241
14,2019,textile,central,0,0,0,0,9999,-99,33.930670069497616,0.452072173450496,0.2187091887338916,0,-0.4337622326099862,1.76766942750221,5.49306572946174
14,2020,textile,central,0,1,0,0,9999,-99,35.31540698390031,0.5548191562350159,0.2187091887338916,0,-0.4337622326099862,1.8075226601267538,6.382582190154938
14,2021,textile,central,0,1,0,0,9999,-99,36.75665608383255,0.5233767860782932,0.2187091887338916,0,-0.4337622326099862,1.754532088604875,5.6702853945293095
14,2022,textile,central,0,1,0,0,9999,-99,38.25672367533712,0.6810919446015673,0.2187091887338916,0,-0.4337622326099862,1.7439044917819613,5.905928143505396
14,2023,textile,central,0,1,0,0,9999,-99,39.81801018659189,0.4512746628738467,0.2187091887338916,0,-0.4337622326099862,1.8099219721205146,5.706324084530465
14,2024,textile,central,0,1,0,0,9999,-99,41.44301400910711,0.616907120636007,0.2187091887338916,0,-0.4337622326099862,1.8597859652495639,6.3129146998205785
15,2016,machinery,western,0,0,0,0,9999,-99,31.572406345779992,0.644870964071015,0.08313338198988778,0,-0.5427803411799823,1.7165735262843604,5.774716270471089
15,2017,machinery,western,0,0,0,0,9999,-99,32.86090069186795,0.5173445124556737,0.08313338198988778,0,-0.5427803411799823,1.713411097574209,5.508619047875356
15,2018,machinery,western,0,0,0,0,9999,-99,34.201979489762266,0.4807871300602467,0.08313338198988778,0,-0.5427803411799823,1.94818736545351,6.689590120963671
15,2019,machinery,western,0,0,0,0,9999,-99,35.59778875165164,0.4904333606836192,0.08313338198988778,0,-0.5427803411799823,1.854002526876837,6.21644561754691
15,2020,machinery,western,0,1,0,0,9999,-99,37.050562070143634,0.615947823690826,0.08313338198988778,0,-0.5427803411799823,1.970942131588697,7.31921222966462
15,2021,machinery,western,0,1,0,0,9999,-99,38.56262419248933,0.5501686184383144,0.08313338198988778,0,-0.5427803411799823,1.9163985241589767,6.827925801886208
15,2022,machinery,western,0,1,0,0,9999,-99,40.136394740674945,0.5084797340419271,0.08313338198988778,0,-0.5427803411799823,2.0571510572527654,7.6113223676786
15,2023,machinery,western,0,1,0,0,9999,-99,41.77439208333318,0.38035376379313035,0.08313338198988778,0,-0.5427803411799823,1.9315479528670365,6.984156262639868
15,2024,machinery,western,0,1,0,0,9999,-99,43.479237365670386,0.4160228422661867,0.08313338198988778,0,-0.5427803411799823,1.9494399986602557,7.03099876142896
16,2016,chemicals,coastal,0,0,0,0,9999,-99,18.923612329353567,0.5328424395396484,0.047992822165495885,0,0.5208156884507088,1.7623297112954686,5.428465355195097
16,2017,chemicals,coastal,0,0,0,0,9999,-99,19.695899599031108,0.6371249495895297,0.047992822165495885,0,0.5208156884507088,1.9280941034117118,6.959381257966308
16,2018,chemicals,coastal,0,0,0,0,9999,-99,20.49970451008312,0.6396947755259912,0.047992822165495885,0,0.5208156884507088,1.737860316704962,5.595173454586366
16,2019,chemicals,coastal,0,0,0,0,9999,-99,21.336313321854803,0.6320331586411203,0.047992822165495885,0,0.5208156884507088,1.9269760778440335,7.040436640833788
16,2020,chemicals,coastal,0,1,0,0,9999,-99,22.207064786931063,0.7137239791396925,0.047992822165495885,0,0.5208156884507088,1.9375183771863405,7.148281311944363
16,2021,chemicals,coastal,0,1,0,0,9999,-99,23.113352293426242,0.4944770697385379,0.047992822165495885,0,0.5208156884507088,2.040047714413434,7.844957724403565
16,2022,chemicals,coastal,0,1,0,0,9999,-99,24.05662609470238,0.5119453589438635,0.047992822165495885,0,0.5208156884507088,2.0236578357099795,7.629719241752529
16,2023,chemicals,coastal,0,1,0,0,9999,-99,25.038395630083993,0.6900972218291588,0.047992822165495885,0,0.5208156884507088,2.017570302202698,7.371930139041897
16,2024,chemicals,coastal,0,1,0,0,9999,-99,26.060231940283032,0.5879419886988804,0.047992822165495885,0,0.5208156884507088,2.0069617015437915,7.48795018272571
17,2016,machinery,western,1,0,0,0,2020,-4,26.611342360291342,0.5331352272852287,0.09707443486573798,0,-0.4573753771900325,1.6542014541721661,5.089339988739941
17,2017,machinery,western,1,0,0,0,2020,-3,27.697371844313526,0.5976701677205549,0.09707443486573798,0,-0.4573753771900325,1.8246617203269848,6.288819614991093
17,2018,machinery,western,1,0,0,0,2020,-2,28.827723032374422,0.6105762564574738,0.09707443486573798,0,-0.4573753771900325,1.6549526607325236,5.5265864214713165
17,2019,machinery,western,1,0,0,0,2020,-1,30.004204727529363,0.6530328127076348,0.09707443486573798,0,-0.4573753771900325,1.782557398614845,6.073397290019217
17,2020,machinery,western,1,1,1,1,2020,0,31.22869955148675,0.5798696799188043,0.09707443486573798,0,-0.4573753771900325,1.859558241724815,6.211332626323479
17,2021,machinery,western,1,1,1,1,2020,1,32.50316695720441,0.48752351406089856,0.09707443486573798,0,-0.4573753771900325,1.906737656088519,6.836353087526538
17,2022,machinery,western,1,1,1,1,2020,2,33.82964636443237,0.5561810326466494,0.09707443486573798,0,-0.4573753771900325,1.8848229993867245,6.490922130359481
17,2023,machinery,western,1,1,1,1,2020,3,35.210260423219566,0.3494191610267773,0.09707443486573798,0,-0.4573753771900325,1.9697005317119107,7.531915012600375
17,2024,machinery,western,1,1,1,1,2020,4,36.64721841060677,0.5283702099866958,0.09707443486573798,0,-0.4573753771900325,2.049686564830325,7.82743552791352
18,2016,machinery,coastal,0,0,0,0,9999,-99,44.64344205518785,0.5708697069545084,0.43793120474200276,0,0.7438940356701637,2.0472472035016485,8.135115147162399
18,2017,machinery,coastal,0,0,0,0,9999,-99,46.465375488073086,0.702954777610111,0.43793120474200276,0,0.7438940356701637,2.1225859719299818,8.186602956637554
18,2018,machinery,coastal,0,0,0,0,9999,-99,48.36166343488137,0.6089944568426151,0.43793120474200276,0,0.7438940356701637,2.1185569191293614,8.243760056259639
18,2019,machinery,coastal,0,0,0,0,9999,-99,50.33534036089059,0.480943910206005,0.43793120474200276,0,0.7438940356701637,2.11213647161897,8.172697517710866
18,2020,machinery,coastal,0,1,0,0,9999,-99,52.38956457025591,0.6615385553379095,0.43793120474200276,0,0.7438940356701637,2.17696717603763,8.800717382656755
18,2021,machinery,coastal,0,1,0,0,9999,-99,54.527623259970156,0.6060526514505788,0.43793120474200276,0,0.7438940356701637,2.192085100212029,8.611934592938013
18,2022,machinery,coastal,0,1,0,0,9999,-99,56.752937780080416,0.7488818233842695,0.43793120474200276,0,0.7438940356701637,2.2018651578266653,8.794658851771766
18,2023,machinery,coastal,0,1,0,0,9999,-99,59.069069108577935,0.5804991586623538,0.43793120474200276,0,0.7438940356701637,2.2474142810925324,10.325935094850228
18,2024,machinery,coastal,0,1,0,0,9999,-99,61.47972354972269,0.5431952703225896,0.43793120474200276,0,0.7438940356701637,2.228613786686028,9.218085466311862
19,2016,electronics,coastal,0,0,0,0,9999,-99,24.36552518509706,0.5998896955483527,0.4085404528515812,0,-0.19283469168964498,2.0093348978375887,7.466200784987602
19,2017,electronics,coastal,0,0,0,0,9999,-99,25.359901131505005,0.4882931497718106,0.4085404528515812,0,-0.19283469168964498,2.0832678772212816,8.081692524139354
19,2018,electronics,coastal,0,0,0,0,9999,-99,26.394858330124148,0.5195399928794827,0.4085404528515812,0,-0.19283469168964498,2.190169835862786,9.406120218460568
19,2019,electronics,coastal,0,0,0,0,9999,-99,27.47205293327492,0.6763328294565963,0.4085404528515812,0,-0.19283469168964498,2.1120250322271312,8.302079555108255
19,2020,electronics,coastal,0,1,0,0,9999,-99,28.59320868213614,0.46757376269952855,0.4085404528515812,0,-0.19283469168964498,2.18740727658867,9.322677941178108
19,2021,electronics,coastal,0,1,0,0,9999,-99,29.76011966509863,0.5597216643896565,0.4085404528515812,0,-0.19283469168964498,2.211560723415481,9.429013872968392
19,2022,electronics,coastal,0,1,0,0,9999,-99,30.974653188689423,0.5348109429472614,0.4085404528515812,0,-0.19283469168964498,2.2158241745640406,9.675592681894255
19,2023,electronics,coastal,0,1,0,0,9999,-99,32.238752765660564,0.4698458655786612,0.4085404528515812,0,-0.19283469168964498,2.2739299535667197,9.655890276741564
19,2024,electronics,coastal,0,1,0,0,9999,-99,33.55444122502417,0.5276740553945772,0.4085404528515812,0,-0.19283469168964498,2.3084082844177836,10.466572835720195
20,2016,electronics,central,1,0,0,0,2020,-4,26.786842886900196,0.6740123250474486,0.12544095275272377,0,0.8552834422404088,2.045359022153504,7.789096318028366
20,2017,electronics,central,1,0,0,0,2020,-3,27.88003468328446,0.4662757264452876,0.12544095275272377,0,0.8552834422404088,2.177661603660778,8.786881390264467
